seed,checkpoint,batch,batch_hash,scope,instances_or_assigned_positives,box_loss,cls_loss,dfl_loss,loc_norm,cls_norm,cls_to_loc_norm_ratio,log10_cls_to_loc_ratio,cosine,conflict,finite
42,epoch5,3,e07c1c00a84116748407ba9562508b567be535ceb684974e9c70405b37eda097,D20,80,1.6164073944091797,1.6117395162582397,0.01606789603829384,0.006230657454580069,0.007067493163049221,1.134309374984819,0.05473152150946546,0.015485581010580063,0,1
42,epoch5,3,e07c1c00a84116748407ba9562508b567be535ceb684974e9c70405b37eda097,D40,10,1.6164073944091797,1.6117395162582397,0.01606789603829384,0.0,0.00034082267666235566,,,,,1
42,epoch5,4,aebb281f8c5a342bc96208dae814f3fceb96b28b4c180382086623c0d6c23b4f,all,30,2.0166573524475098,2.5215842723846436,0.01661686971783638,0.007084087003022432,0.0046632373705506325,0.6582693533494236,-0.1815963636243947,0.2972494065761566,0,1
42,epoch5,4,aebb281f8c5a342bc96208dae814f3fceb96b28b4c180382086623c0d6c23b4f,D00,90,2.0166573524475098,2.5215842723846436,0.01661686971783638,0.011716064065694809,0.008458676747977734,0.7219725584076602,-0.14147930929825095,0.20247934758663177,0,1
42,epoch5,4,aebb281f8c5a342bc96208dae814f3fceb96b28b4c180382086623c0d6c23b4f,D10,25,2.0166573524475098,2.5215842723846436,0.01661686971783638,0.01425946969538927,0.006803387776017189,0.47711365999936384,-0.32137814919789415,0.23906411230564117,0,1
42,epoch5,4,aebb281f8c5a342bc96208dae814f3fceb96b28b4c180382086623c0d6c23b4f,D20,100,2.0166573524475098,2.5215842723846436,0.01661686971783638,0.011867533437907696,0.007952267304062843,0.6700859404079225,-0.1738694942373639,0.26149019598960876,0,1
42,epoch5,4,aebb281f8c5a342bc96208dae814f3fceb96b28b4c180382086623c0d6c23b4f,D40,68,2.0166573524475098,2.5215842723846436,0.01661686971783638,0.0017677547875791788,0.003163321176543832,1.789456998657482,0.25272126658735033,0.4135756492614746,0,1
42,epoch5,5,8e0e3fb15223ff04644b68ef88ac40dacd3d12281c3c25fc017b9c5e9508482d,all,29,2.0831360816955566,2.0181212425231934,0.01877116784453392,0.004989726468920708,0.003265724051743746,0.6544895941861381,-0.18409725396191193,-0.08034886419773102,1,1
42,epoch5,5,8e0e3fb15223ff04644b68ef88ac40dacd3d12281c3c25fc017b9c5e9508482d,D00,130,2.0831360816955566,2.0181212425231934,0.01877116784453392,0.010915780439972878,0.007149932906031609,0.6550088603696186,-0.18375282522408465,0.16444312036037445,0,1
42,epoch5,5,8e0e3fb15223ff04644b68ef88ac40dacd3d12281c3c25fc017b9c5e9508482d,D10,30,2.0831360816955566,2.0181212425231934,0.01877116784453392,0.009097149595618248,0.00983506627380848,1.0811151526567901,0.033871954360306974,-0.06356716901063919,1,1
42,epoch5,5,8e0e3fb15223ff04644b68ef88ac40dacd3d12281c3c25fc017b9c5e9508482d,D20,90,2.0831360816955566,2.0181212425231934,0.01877116784453392,0.008950604125857353,0.006336863152682781,0.7079816137076436,-0.1499780207975167,0.5447430610656738,0,1
42,epoch5,5,8e0e3fb15223ff04644b68ef88ac40dacd3d12281c3c25fc017b9c5e9508482d,D40,39,2.0831360816955566,2.0181212425231934,0.01877116784453392,0.0,0.0001721345615806058,,,,,1
42,epoch5,6,334f79e24468133a4814f9bcc1ad52d87fcf4ccd83ce8a62073ff99c81b54eaf,all,37,2.0238029956817627,2.332700252532959,0.01469980925321579,0.007273386232554913,0.007310979533940554,1.0051686106283448,0.002238917998780056,-0.16680708527565002,1,1
42,epoch5,6,334f79e24468133a4814f9bcc1ad52d87fcf4ccd83ce8a62073ff99c81b54eaf,D00,100,2.0238029956817627,2.332700252532959,0.01469980925321579,0.01905006915330887,0.028864644467830658,1.5151989336908556,0.18046965602803375,-0.1384926438331604,1,1
42,epoch5,6,334f79e24468133a4814f9bcc1ad52d87fcf4ccd83ce8a62073ff99c81b54eaf,D10,114,2.0238029956817627,2.332700252532959,0.01469980925321579,0.013027925975620747,0.007415648549795151,0.5692117504867703,-0.24472614316454497,-0.1449509859085083,1,1
42,epoch5,6,334f79e24468133a4814f9bcc1ad52d87fcf4ccd83ce8a62073ff99c81b54eaf,D20,130,2.0238029956817627,2.332700252532959,0.01469980925321579,0.011393208988010883,0.007967430166900158,0.6993139663534931,-0.15532779815803735,-0.04637394845485687,1,1
