seed,checkpoint,batch,batch_hash,scope,instances_or_assigned_positives,box_loss,cls_loss,dfl_loss,loc_norm,cls_norm,cls_to_loc_norm_ratio,log10_cls_to_loc_ratio,cosine,conflict,finite
42,epoch20,11,1a50ac51658d5ba7bc54cdce02199aa8c5d6d07979efd6817b6007444dd0f941,D40,60,1.570916771888733,1.9673057794570923,0.011323289014399052,0.007209466304630041,0.003194750752300024,0.4431327670188709,-0.3534661353005037,0.32068195939064026,0,1
42,epoch20,12,a4534ce8b8156f22da77d962aa5685381556c24601b584a139224fe097731d2e,all,10,1.7877941131591797,1.7113069295883179,0.015868110582232475,0.017162343487143517,0.014661566354334354,0.8542869664225915,-0.0683962194756512,-0.2363688051700592,1,1
42,epoch20,12,a4534ce8b8156f22da77d962aa5685381556c24601b584a139224fe097731d2e,D00,50,1.7877941131591797,1.7113069295883179,0.015868110582232475,0.035055868327617645,0.025954579934477806,0.7403776078777179,-0.13054672460606315,-0.29347288608551025,1,1
42,epoch20,12,a4534ce8b8156f22da77d962aa5685381556c24601b584a139224fe097731d2e,D10,10,1.7877941131591797,1.7113069295883179,0.015868110582232475,0.07199835032224655,0.02665998414158821,0.3702860415865754,-0.43146265893674063,0.7092136144638062,0,1
42,epoch20,12,a4534ce8b8156f22da77d962aa5685381556c24601b584a139224fe097731d2e,D20,30,1.7877941131591797,1.7113069295883179,0.015868110582232475,0.009934008121490479,0.02483637072145939,2.5001359388593887,0.3979636230286252,-0.6784626245498657,1,1
42,epoch20,12,a4534ce8b8156f22da77d962aa5685381556c24601b584a139224fe097731d2e,D40,10,1.7877941131591797,1.7113069295883179,0.015868110582232475,0.0,0.0007847919478081167,,,,,1
42,epoch20,13,bebf1379a39279f25bf2470ca784661aff6818b4b2ece729feeecbe448c06b0a,all,32,1.7516456842422485,1.6369482278823853,0.017115600407123566,0.016191476956009865,0.0038409214466810226,0.237218720510569,-0.6248510408827102,0.1904417872428894,0,1
42,epoch20,13,bebf1379a39279f25bf2470ca784661aff6818b4b2ece729feeecbe448c06b0a,D00,40,1.7516456842422485,1.6369482278823853,0.017115600407123566,0.025754079222679138,0.02147485874593258,0.8338430025105202,-0.07891571142673916,0.15766145288944244,0,1
42,epoch20,13,bebf1379a39279f25bf2470ca784661aff6818b4b2ece729feeecbe448c06b0a,D10,72,1.7516456842422485,1.6369482278823853,0.017115600407123566,0.05992574244737625,0.009969056583940983,0.16635683058403997,-0.7789593623692241,0.09366481751203537,0,1
42,epoch20,13,bebf1379a39279f25bf2470ca784661aff6818b4b2ece729feeecbe448c06b0a,D20,150,1.7516456842422485,1.6369482278823853,0.017115600407123566,0.006436884868890047,0.003748886985704303,0.5824070279434324,-0.23477339300367958,-0.19179700314998627,1,1
42,epoch20,13,bebf1379a39279f25bf2470ca784661aff6818b4b2ece729feeecbe448c06b0a,D40,40,1.7516456842422485,1.6369482278823853,0.017115600407123566,0.020933836698532104,0.009823116473853588,0.46924587285723846,-0.3285995384257629,-0.03025227040052414,1,1
42,epoch20,14,a5027d0cd59953da796d4dea2969bf081ed8077a4b089ab997a63f25a61d4f65,all,14,1.510141134262085,1.8544492721557617,0.014370893128216267,0.005651581101119518,0.008648458868265152,1.5302724518191881,0.18476876009061838,0.0029343748465180397,0,1
42,epoch20,14,a5027d0cd59953da796d4dea2969bf081ed8077a4b089ab997a63f25a61d4f65,D00,50,1.510141134262085,1.8544492721557617,0.014370893128216267,0.012025744654238224,0.014328865334391594,1.1915158475730385,0.0760998229877641,-0.22549039125442505,1,1
42,epoch20,14,a5027d0cd59953da796d4dea2969bf081ed8077a4b089ab997a63f25a61d4f65,D10,10,1.510141134262085,1.8544492721557617,0.014370893128216267,0.0,0.06754225492477417,,,,,1
42,epoch20,14,a5027d0cd59953da796d4dea2969bf081ed8077a4b089ab997a63f25a61d4f65,D20,50,1.510141134262085,1.8544492721557617,0.014370893128216267,0.007775070145726204,0.011884304694831371,1.5285141448355843,0.1842694620320899,0.12593455612659454,0,1
42,epoch20,14,a5027d0cd59953da796d4dea2969bf081ed8077a4b089ab997a63f25a61d4f65,D40,30,1.510141134262085,1.8544492721557617,0.014370893128216267,0.0097480658441782,0.022100744768977165,2.267192807502045,0.3554884551391263,0.33836066722869873,0,1
42,epoch20,15,97e557dc2e2ba54a9bf43e9ee0ceab14f58ba53dd8f70b1de2ba8002bd1b4024,all,22,1.742120385169983,1.719380497932434,0.01611599512398243,0.008362025022506714,0.006095991004258394,0.7290089407590624,-0.13726714534661502,-0.36996909976005554,1,1
42,epoch20,15,97e557dc2e2ba54a9bf43e9ee0ceab14f58ba53dd8f70b1de2ba8002bd1b4024,D00,70,1.742120385169983,1.719380497932434,0.01611599512398243,0.011247478425502777,0.015777209773659706,1.4027330550718033,0.14697503115680968,-0.16956304013729095,1,1
42,epoch20,15,97e557dc2e2ba54a9bf43e9ee0ceab14f58ba53dd8f70b1de2ba8002bd1b4024,D10,70,1.742120385169983,1.719380497932434,0.01611599512398243,0.034019410610198975,0.0166985671967268,0.49085410056224166,-0.3090475765872632,-0.7477779984474182,1,1
42,epoch20,15,97e557dc2e2ba54a9bf43e9ee0ceab14f58ba53dd8f70b1de2ba8002bd1b4024,D20,80,1.742120385169983,1.719380497932434,0.01611599512398243,0.0031132670119404793,0.004877917468547821,1.5668162897172917,0.19501807812828903,-0.15297110378742218,1,1
42,epoch20,16,765c81fe9136f77108d5a3192e09f930584736691268a02f9f4277315c467459,all,26,1.8391607999801636,1.6869510412216187,0.016677191480994225,0.008202888071537018,0.005212633404880762,0.6354631880164182,-0.1969096027880123,0.1101621761918068,0,1
42,epoch20,16,765c81fe9136f77108d5a3192e09f930584736691268a02f9f4277315c467459,D00,40,1.8391607999801636,1.6869510412216187,0.016677191480994225,0.011949120089411736,0.014975286088883877,1.253254296285269,0.09803920209401766,0.5319145917892456,0,1
42,epoch20,16,765c81fe9136f77108d5a3192e09f930584736691268a02f9f4277315c467459,D10,30,1.8391607999801636,1.6869510412216187,0.016677191480994225,0.02950253151357174,0.016064096242189407,0.5444989096884656,-0.26400298554412366,0.12251973897218704,0,1
42,epoch20,16,765c81fe9136f77108d5a3192e09f930584736691268a02f9f4277315c467459,D20,130,1.8391607999801636,1.6869510412216187,0.016677191480994225,0.012537503615021706,0.008087574504315853,0.6450705621034313,-0.19039277675073474,0.22733339667320251,0,1
42,epoch20,16,765c81fe9136f77108d5a3192e09f930584736691268a02f9f4277315c467459,D40,49,1.8391607999801636,1.6869510412216187,0.016677191480994225,0.01347670704126358,0.010322785004973412,0.7659723531398768,-0.11578690542676665,0.09201579540967941,0,1
42,epoch20,17,818c4a2cdd8fd7a454c6ebf5b64ab47888fd393095b89e325426239237aed862,all,15,1.3583639860153198,1.64491868019104,0.02308163046836853,0.013069793581962585,0.013061272911727428,0.9993480639015664,-0.0002832245823024671,-0.23401618003845215,1,1
42,epoch20,17,818c4a2cdd8fd7a454c6ebf5b64ab47888fd393095b89e325426239237aed862,D00,40,1.3583639860153198,1.64491868019104,0.02308163046836853,0.034575000405311584,0.03554096445441246,1.0279382223507503,0.011967014952669918,-0.12024132162332535,1,1
42,epoch20,17,818c4a2cdd8fd7a454c6ebf5b64ab47888fd393095b89e325426239237aed862,D20,110,1.3583639860153198,1.64491868019104,0.02308163046836853,0.01302530150860548,0.01023851241916418,0.7860480168078919,-0.10455092368354,-0.2777329683303833,1,1
42,epoch20,18,9d33f9b80970a78760c50e7a00a3f75a106deb72dde43191034a7f3622269186,all,28,1.560930848121643,1.5301629304885864,0.014005651697516441,0.005214273929595947,0.0036344071850180626,0.6970111724260125,-0.15676026051880687,0.05744359642267227,0,1
42,epoch20,18,9d33f9b80970a78760c50e7a00a3f75a106deb72dde43191034a7f3622269186,D00,60,1.560930848121643,1.5301629304885864,0.014005651697516441,0.0052728671580553055,0.015371542423963547,2.9152151880937485,0.4646706179466237,0.00894536916166544,0,1
42,epoch20,18,9d33f9b80970a78760c50e7a00a3f75a106deb72dde43191034a7f3622269186,D10,50,1.560930848121643,1.5301629304885864,0.014005651697516441,0.0177298691123724,0.005864998791366816,0.3307976361356247,-0.48043760255637796,-0.4270317852497101,1,1
42,epoch20,18,9d33f9b80970a78760c50e7a00a3f75a106deb72dde43191034a7f3622269186,D20,148,1.560930848121643,1.5301629304885864,0.014005651697516441,0.006578899919986725,0.0048822276294231415,0.7421039518462523,-0.12953525570328997,0.05388105288147926,0,1
42,epoch20,18,9d33f9b80970a78760c50e7a00a3f75a106deb72dde43191034a7f3622269186,D40,20,1.560930848121643,1.5301629304885864,0.014005651697516441,0.04285767301917076,0.02553524635732174,0.5958150445055548,-0.22488853491880129,0.28954488039016724,0,1
42,epoch20,19,2a337a00f71b9d5b9e4f4820456a997dde9a26e2a8570d0031a4032304e5e290,all,22,1.6062614917755127,1.7066289186477661,0.020183637738227844,0.009674311615526676,0.006289456505328417,0.650119280345924,-0.187006954059458,0.07795793563127518,0,1
42,epoch20,19,2a337a00f71b9d5b9e4f4820456a997dde9a26e2a8570d0031a4032304e5e290,D00,70,1.6062614917755127,1.7066289186477661,0.020183637738227844,0.01149564515799284,0.012969120405614376,1.1281768206456024,0.052377172530730695,-0.21144698560237885,1,1
42,epoch20,19,2a337a00f71b9d5b9e4f4820456a997dde9a26e2a8570d0031a4032304e5e290,D10,14,1.6062614917755127,1.7066289186477661,0.020183637738227844,0.05832790210843086,0.02317148819565773,0.3972624997309558,-0.400922428975776,-0.22900322079658508,1,1
42,epoch20,19,2a337a00f71b9d5b9e4f4820456a997dde9a26e2a8570d0031a4032304e5e290,D20,110,1.6062614917755127,1.7066289186477661,0.020183637738227844,0.011950420215725899,0.008824214339256287,0.7384020126459028,-0.1317071282337446,0.15473057329654694,0,1
42,epoch20,19,2a337a00f71b9d5b9e4f4820456a997dde9a26e2a8570d0031a4032304e5e290,D40,20,1.6062614917755127,1.7066289186477661,0.020183637738227844,0.053369686007499695,0.018689420074224472,0.3501879338693911,-0.4556988221138515,0.35466301441192627,0,1
42,epoch20,20,416079114cddbd6704444b9e0affb7f2e5045d6c83762da189425d38df68e659,all,14,1.444812297821045,1.6328248977661133,0.01837490126490593,0.01088494062423706,0.013610947877168655,1.2504384127609942,0.09706230649697031,0.31999117136001587,0,1
42,epoch20,20,416079114cddbd6704444b9e0affb7f2e5045d6c83762da189425d38df68e659,D00,20,1.444812297821045,1.6328248977661133,0.01837490126490593,0.053930919617414474,0.0544307641685009,1.0092682371194914,0.004006605700684588,0.4331613779067993,0,1
42,epoch20,20,416079114cddbd6704444b9e0affb7f2e5045d6c83762da189425d38df68e659,D10,10,1.444812297821045,1.6328248977661133,0.01837490126490593,0.020876532420516014,0.011039847508072853,0.5288161503882538,-0.27669528968468604,0.09186794608831406,0,1
42,epoch20,20,416079114cddbd6704444b9e0affb7f2e5045d6c83762da189425d38df68e659,D20,100,1.444812297821045,1.6328248977661133,0.01837490126490593,0.0038543022237718105,0.009039005264639854,2.3451729365929967,0.3701748737627424,-0.002351798117160797,1,1
42,epoch20,20,416079114cddbd6704444b9e0affb7f2e5045d6c83762da189425d38df68e659,D40,10,1.444812297821045,1.6328248977661133,0.01837490126490593,0.05944252759218216,0.05388547480106354,0.9065138543696537,-0.04262555413845349,0.07648475468158722,0,1
42,epoch20,21,a0b7e0d587d81d840d751b4be2adc2060e7cdecb840ca465510a9bbe0ae50148,all,22,1.6002699136734009,1.7449300289154053,0.02270613983273506,0.0077115753665566444,0.005987073294818401,0.77637486638372,-0.10992853248967811,0.3152872920036316,0,1
42,epoch20,21,a0b7e0d587d81d840d751b4be2adc2060e7cdecb840ca465510a9bbe0ae50148,D00,44,1.6002699136734009,1.7449300289154053,0.02270613983273506,0.029790952801704407,0.014266491867601871,0.47888672653617353,-0.3197672002762154,0.18335533142089844,0,1
42,epoch20,21,a0b7e0d587d81d840d751b4be2adc2060e7cdecb840ca465510a9bbe0ae50148,D10,10,1.6002699136734009,1.7449300289154053,0.02270613983273506,0.01790144480764866,0.051488008350133896,2.876192894114048,0.4588180089848764,-0.600291907787323,1,1
42,epoch20,21,a0b7e0d587d81d840d751b4be2adc2060e7cdecb840ca465510a9bbe0ae50148,D20,138,1.6002699136734009,1.7449300289154053,0.02270613983273506,0.007628948427736759,0.009966726414859295,1.3064351541063008,0.1160878580643223,0.39926761388778687,0,1
42,epoch20,21,a0b7e0d587d81d840d751b4be2adc2060e7cdecb840ca465510a9bbe0ae50148,D40,20,1.6002699136734009,1.7449300289154053,0.02270613983273506,0.0015210891142487526,0.004003813955932856,2.6322020967918704,0.42031923074435823,0.42818981409072876,0,1
42,epoch20,22,2297f487f0ecec69d9bb03ab1c1ab6462947f9be30d9f1404026cda7df27620b,all,24,1.1839063167572021,1.4875290393829346,0.009234782308340073,0.0037381723523139954,0.009199020452797413,2.460833687109974,0.39108226335290164,-0.06641096621751785,1,1
42,epoch20,22,2297f487f0ecec69d9bb03ab1c1ab6462947f9be30d9f1404026cda7df27620b,D00,60,1.1839063167572021,1.4875290393829346,0.009234782308340073,0.02298234961926937,0.057248905301094055,2.4909944478911834,0.3963727595505936,-0.1171896904706955,1,1
42,epoch20,22,2297f487f0ecec69d9bb03ab1c1ab6462947f9be30d9f1404026cda7df27620b,D10,20,1.1839063167572021,1.4875290393829346,0.009234782308340073,0.010153474286198616,0.007953953929245472,0.7833726372909713,-0.10603160215384067,0.31993725895881653,0,1
42,epoch20,22,2297f487f0ecec69d9bb03ab1c1ab6462947f9be30d9f1404026cda7df27620b,D20,107,1.1839063167572021,1.4875290393829346,0.009234782308340073,0.0008414539624936879,0.004199354909360409,4.990593777603026,0.6981522207726891,0.09575110673904419,0,1
42,epoch20,22,2297f487f0ecec69d9bb03ab1c1ab6462947f9be30d9f1404026cda7df27620b,D40,47,1.1839063167572021,1.4875290393829346,0.009234782308340073,0.011518223211169243,0.0024846107698976994,0.21571128848140117,-0.6661271270490485,-0.07377190887928009,1,1
42,epoch20,23,bde13578b9281c4539c651383b60b4fb0bfefe18442c462348aed858a8942b34,all,32,1.6787188053131104,1.5741093158721924,0.019807761535048485,0.008486769162118435,0.0051346588879823685,0.6050192705725337,-0.21823079233921674,-0.15903177857398987,1,1
42,epoch20,23,bde13578b9281c4539c651383b60b4fb0bfefe18442c462348aed858a8942b34,D00,14,1.6787188053131104,1.5741093158721924,0.019807761535048485,0.015974771231412888,0.05027373880147934,3.1470709704199553,0.49790653691202047,-0.225161612033844,1,1
42,epoch20,23,bde13578b9281c4539c651383b60b4fb0bfefe18442c462348aed858a8942b34,D10,70,1.6787188053131104,1.5741093158721924,0.019807761535048485,0.012690693140029907,0.011095411144196987,0.8742951249210363,-0.058341943235530304,0.40916773676872253,0,1
42,epoch20,23,bde13578b9281c4539c651383b60b4fb0bfefe18442c462348aed858a8942b34,D20,180,1.6787188053131104,1.5741093158721924,0.019807761535048485,0.011786303482949734,0.006172919180244207,0.5237366566348861,-0.28088702850995956,-0.25176674127578735,1,1
42,epoch20,23,bde13578b9281c4539c651383b60b4fb0bfefe18442c462348aed858a8942b34,D40,39,1.6787188053131104,1.5741093158721924,0.019807761535048485,0.04459763318300247,0.009705987758934498,0.21763459327778292,-0.6622720718618461,0.4224555194377899,0,1
42,epoch20,24,9af470d40aa040f9f4f93f72a3dfeb98d56790738cccce74e880be9521001a33,all,32,1.6156598329544067,1.3171042203903198,0.018083464354276657,0.009252469055354595,0.0029849286656826735,0.3226088785409375,-0.49132368453454406,0.4321011006832123,0,1
42,epoch20,24,9af470d40aa040f9f4f93f72a3dfeb98d56790738cccce74e880be9521001a33,D00,50,1.6156598329544067,1.3171042203903198,0.018083464354276657,0.028505738824605942,0.012250538915395737,0.42975693388522745,-0.36677710748838155,0.13625125586986542,0,1
42,epoch20,24,9af470d40aa040f9f4f93f72a3dfeb98d56790738cccce74e880be9521001a33,D10,80,1.6156598329544067,1.3171042203903198,0.018083464354276657,0.03842569887638092,0.008474750444293022,0.22054902557679146,-0.6564948566684229,0.5543786883354187,0,1
42,epoch20,24,9af470d40aa040f9f4f93f72a3dfeb98d56790738cccce74e880be9521001a33,D20,150,1.6156598329544067,1.3171042203903198,0.018083464354276657,0.0018217605538666248,0.0025461860932409763,1.3976513476684864,0.1453988476127125,-0.07328856736421585,1,1
42,epoch20,24,9af470d40aa040f9f4f93f72a3dfeb98d56790738cccce74e880be9521001a33,D40,40,1.6156598329544067,1.3171042203903198,0.018083464354276657,0.011932453140616417,0.008430074900388718,0.706482967169082,-0.1508983042381398,0.0048834350891411304,0,1
42,epoch20,25,6542ffe3661e0f2f2f4c6f405b5127dcd77840963b39b61cd6d0a59e03ed4389,all,26,1.8706140518188477,1.87765371799469,0.01979030855000019,0.006796913221478462,0.004543378483504057,0.6684473282882053,-0.1749328082000587,0.18497905135154724,0,1
42,epoch20,25,6542ffe3661e0f2f2f4c6f405b5127dcd77840963b39b61cd6d0a59e03ed4389,D00,50,1.8706140518188477,1.87765371799469,0.01979030855000019,0.015746425837278366,0.015511772595345974,0.9850979997392888,-0.006520562772528312,-0.15551041066646576,1,1
42,epoch20,25,6542ffe3661e0f2f2f4c6f405b5127dcd77840963b39b61cd6d0a59e03ed4389,D10,80,1.8706140518188477,1.87765371799469,0.01979030855000019,0.01489005796611309,0.011539827100932598,0.7750021609852041,-0.11069708652253979,0.45986950397491455,0,1
42,epoch20,25,6542ffe3661e0f2f2f4c6f405b5127dcd77840963b39b61cd6d0a59e03ed4389,D20,120,1.8706140518188477,1.87765371799469,0.01979030855000019,0.007325162645429373,0.004793942905962467,0.6544486638742019,-0.184124414614468,-0.08338568359613419,1,1
42,epoch20,25,6542ffe3661e0f2f2f4c6f405b5127dcd77840963b39b61cd6d0a59e03ed4389,D40,7,1.8706140518188477,1.87765371799469,0.01979030855000019,5.000982491765171e-05,0.006823187228292227,136.4369349328372,2.1349319543830623,0.24816212058067322,0,1
42,epoch20,26,d3630edb5cad7433911883c7c4c6d5fe7e5856e35b45f6a8bb6c8d5499c386f1,all,43,1.591102957725525,1.5820685625076294,0.01010443177074194,0.005315718706697226,0.0036795225460082293,0.6921966245829435,-0.15977052282371132,0.029616069048643112,0,1
42,epoch20,26,d3630edb5cad7433911883c7c4c6d5fe7e5856e35b45f6a8bb6c8d5499c386f1,D00,44,1.591102957725525,1.5820685625076294,0.01010443177074194,0.03230805695056915,0.011107441037893295,0.34379786611393914,-0.46369682322144246,-0.2861870527267456,1,1
42,epoch20,26,d3630edb5cad7433911883c7c4c6d5fe7e5856e35b45f6a8bb6c8d5499c386f1,D10,80,1.591102957725525,1.5820685625076294,0.01010443177074194,0.018130026757717133,0.006801702547818422,0.3751623005698679,-0.42578080962420983,-0.41812166571617126,1,1
42,epoch20,26,d3630edb5cad7433911883c7c4c6d5fe7e5856e35b45f6a8bb6c8d5499c386f1,D20,170,1.591102957725525,1.5820685625076294,0.01010443177074194,0.009159404784440994,0.007268414366990328,0.7935465827798247,-0.10042757420159901,0.18985164165496826,0,1
42,epoch20,26,d3630edb5cad7433911883c7c4c6d5fe7e5856e35b45f6a8bb6c8d5499c386f1,D40,111,1.591102957725525,1.5820685625076294,0.01010443177074194,0.012777719646692276,0.006642728112637997,0.5198680434624794,-0.2841068780356602,0.18461303412914276,0,1
42,epoch20,27,3708d434b5f52016554190e86c55f7d348fc1df0fd5af7c3b5cd80296ff25431,all,20,2.039324998855591,1.9601054191589355,0.022276639938354492,0.007839268073439598,0.005171423777937889,0.659681966414608,-0.18066538797301546,-0.048525553196668625,1,1
42,epoch20,27,3708d434b5f52016554190e86c55f7d348fc1df0fd5af7c3b5cd80296ff25431,D00,19,2.039324998855591,1.9601054191589355,0.022276639938354492,0.027107926085591316,0.01847255602478981,0.6814448278508674,-0.16656930040139614,-0.33389538526535034,1,1
42,epoch20,27,3708d434b5f52016554190e86c55f7d348fc1df0fd5af7c3b5cd80296ff25431,D10,30,2.039324998855591,1.9601054191589355,0.022276639938354492,0.03015284612774849,0.009766130708158016,0.3238875251371587,-0.4896057789686083,0.08658808469772339,0,1
42,epoch20,27,3708d434b5f52016554190e86c55f7d348fc1df0fd5af7c3b5cd80296ff25431,D20,120,2.039324998855591,1.9601054191589355,0.022276639938354492,0.008438902907073498,0.007936707697808743,0.9404904624694977,-0.026645604279333927,-0.20730966329574585,1,1
42,epoch20,27,3708d434b5f52016554190e86c55f7d348fc1df0fd5af7c3b5cd80296ff25431,D40,14,2.039324998855591,1.9601054191589355,0.022276639938354492,0.0,0.013448946177959442,,,,,1
42,epoch20,28,a98b1fcfc47c8cf2bad69c00d1f7c9b8bcef8312c34a4da3914256dbb3ec791e,all,37,1.8206226825714111,1.5827168226242065,0.021581999957561493,0.01024694088846445,0.005173963960260153,0.5049276673475077,-0.29677083162745843,-0.1733892858028412,1,1
42,epoch20,28,a98b1fcfc47c8cf2bad69c00d1f7c9b8bcef8312c34a4da3914256dbb3ec791e,D00,30,1.8206226825714111,1.5827168226242065,0.021581999957561493,0.011545014567673206,0.011125597171485424,0.9636711245594979,-0.01607115402052361,-0.01169087179005146,1,1
42,epoch20,28,a98b1fcfc47c8cf2bad69c00d1f7c9b8bcef8312c34a4da3914256dbb3ec791e,D10,100,1.8206226825714111,1.5827168226242065,0.021581999957561493,0.032046154141426086,0.015694469213485718,0.4897457942760584,-0.3100292848493933,-0.22947122156620026,1,1
42,epoch20,28,a98b1fcfc47c8cf2bad69c00d1f7c9b8bcef8312c34a4da3914256dbb3ec791e,D20,180,1.8206226825714111,1.5827168226242065,0.021581999957561493,0.005662314593791962,0.004641989711672068,0.819804275227209,-0.0862898211954814,-0.1139214038848877,1,1
42,epoch20,28,a98b1fcfc47c8cf2bad69c00d1f7c9b8bcef8312c34a4da3914256dbb3ec791e,D40,40,1.8206226825714111,1.5827168226242065,0.021581999957561493,0.019885335117578506,0.008656950667500496,0.43534346372909793,-0.361167971676953,0.3473864495754242,0,1
42,epoch20,29,2225223d7da6b47c0e6dcf38e16fd1007a3c71319a5a080ce19997478a3e9f8d,all,29,1.8106770515441895,1.5530321598052979,0.013622170314192772,0.008945624344050884,0.0065675838850438595,0.7341671897290775,-0.1342050282194074,0.316887766122818,0,1
42,epoch20,29,2225223d7da6b47c0e6dcf38e16fd1007a3c71319a5a080ce19997478a3e9f8d,D00,30,1.8106770515441895,1.5530321598052979,0.013622170314192772,0.022807292640209198,0.01243962999433279,0.5454233516696214,-0.26326627218067716,-0.022753167897462845,1,1
42,epoch20,29,2225223d7da6b47c0e6dcf38e16fd1007a3c71319a5a080ce19997478a3e9f8d,D10,70,1.8106770515441895,1.5530321598052979,0.013622170314192772,0.028138207271695137,0.020940029993653297,0.7441849365690525,-0.12831912500401474,0.6408151388168335,0,1
42,epoch20,29,2225223d7da6b47c0e6dcf38e16fd1007a3c71319a5a080ce19997478a3e9f8d,D20,120,1.8106770515441895,1.5530321598052979,0.013622170314192772,0.010669846087694168,0.008459385484457016,0.7928310694390861,-0.10081933907076263,0.017817284911870956,0,1
42,epoch20,29,2225223d7da6b47c0e6dcf38e16fd1007a3c71319a5a080ce19997478a3e9f8d,D40,59,1.8106770515441895,1.5530321598052979,0.013622170314192772,0.014028760604560375,0.007738600950688124,0.5516239936529042,-0.25835685184276014,-0.08420854806900024,1,1
42,epoch20,30,b04a9f5f8c8525ee7d89d5ab3951357bcb40fe551b1336bd27c9a1653c34a525,all,16,1.7492196559906006,1.651825189590454,0.029254548251628876,0.006363031454384327,0.006172346882522106,0.9700324329324456,-0.013213744900644054,0.1556076854467392,0,1
42,epoch20,30,b04a9f5f8c8525ee7d89d5ab3951357bcb40fe551b1336bd27c9a1653c34a525,D00,10,1.7492196559906006,1.651825189590454,0.029254548251628876,0.028985103592276573,0.05885996297001839,2.030697002087042,0.3076451276695255,-0.011623851954936981,1,1
42,epoch20,30,b04a9f5f8c8525ee7d89d5ab3951357bcb40fe551b1336bd27c9a1653c34a525,D10,34,1.7492196559906006,1.651825189590454,0.029254548251628876,0.00648332666605711,0.026517681777477264,4.090135071599627,0.6117376502767229,0.37330570816993713,0,1
42,epoch20,30,b04a9f5f8c8525ee7d89d5ab3951357bcb40fe551b1336bd27c9a1653c34a525,D20,100,1.7492196559906006,1.651825189590454,0.029254548251628876,0.007275959011167288,0.005039695184677839,0.6926502990111426,-0.15948597396211647,0.03915463015437126,0,1
42,epoch20,30,b04a9f5f8c8525ee7d89d5ab3951357bcb40fe551b1336bd27c9a1653c34a525,D40,3,1.7492196559906006,1.651825189590454,0.029254548251628876,0.0,0.013241439126431942,,,,,1
42,epoch20,31,a97e08f577b4294fca98444b9e8371a1e6f50330c8c6f36739d4652e1115e800,all,27,1.7156565189361572,1.6723922491073608,0.015268432907760143,0.0075903055258095264,0.007808122783899307,1.0286967708149732,0.012287376541674435,0.08377072960138321,0,1
42,epoch20,31,a97e08f577b4294fca98444b9e8371a1e6f50330c8c6f36739d4652e1115e800,D00,70,1.7156565189361572,1.6723922491073608,0.015268432907760143,0.017474204301834106,0.014731939882040024,0.843067851764429,-0.07413747109169905,-0.13569559156894684,1,1
42,epoch20,31,a97e08f577b4294fca98444b9e8371a1e6f50330c8c6f36739d4652e1115e800,D10,60,1.7156565189361572,1.6723922491073608,0.015268432907760143,0.016048116609454155,0.013553423807024956,0.8445491852321447,-0.07337505272069611,0.3337293565273285,0,1
42,epoch20,31,a97e08f577b4294fca98444b9e8371a1e6f50330c8c6f36739d4652e1115e800,D20,80,1.7156565189361572,1.6723922491073608,0.015268432907760143,0.007882463745772839,0.013344787992537022,1.692971692980318,0.2286496966291817,-0.01794084720313549,1,1
42,epoch20,31,a97e08f577b4294fca98444b9e8371a1e6f50330c8c6f36739d4652e1115e800,D40,47,1.7156565189361572,1.6723922491073608,0.015268432907760143,0.00891220010817051,0.012122510932385921,1.3602152987198155,0.1336076551684698,-0.43494918942451477,1,1
42,epoch50,0,886703586ffce1566642efa3528edf8bf420c0925651ae888df1adf072710d17,all,27,1.658692717552185,1.3255174160003662,0.01223853137344122,0.01965380273759365,0.009008686058223248,0.4583686006470136,-0.3387851402396094,-0.3181973993778229,1,1
42,epoch50,0,886703586ffce1566642efa3528edf8bf420c0925651ae888df1adf072710d17,D00,60,1.658692717552185,1.3255174160003662,0.01223853137344122,0.045786939561367035,0.024487577378749847,0.5348157709018702,-0.2717957945389437,-0.25622689723968506,1,1
42,epoch50,0,886703586ffce1566642efa3528edf8bf420c0925651ae888df1adf072710d17,D10,106,1.658692717552185,1.3255174160003662,0.01223853137344122,0.026596982032060623,0.014090103097259998,0.5297632295376768,-0.27591818904195214,-0.1008528620004654,1,1
42,epoch50,0,886703586ffce1566642efa3528edf8bf420c0925651ae888df1adf072710d17,D20,100,1.658692717552185,1.3255174160003662,0.01223853137344122,0.030263515189290047,0.011392966844141483,0.37645880767259116,-0.424282537601925,-0.23117297887802124,1,1
42,epoch50,1,2a6bc5cbae2770f2ef1e8306a3806f5601b8e59e9d7cce214dc29219d96ecf10,all,31,1.6935620307922363,1.5144866704940796,0.013366283848881721,0.01095321960747242,0.007807422429323196,0.712797032207487,-0.14703411719031045,-0.016795238479971886,1,1
42,epoch50,1,2a6bc5cbae2770f2ef1e8306a3806f5601b8e59e9d7cce214dc29219d96ecf10,D00,95,1.6935620307922363,1.5144866704940796,0.013366283848881721,0.02595367282629013,0.01966727152466774,0.757783750157531,-0.12045471193062537,0.03304373472929001,0,1
42,epoch50,1,2a6bc5cbae2770f2ef1e8306a3806f5601b8e59e9d7cce214dc29219d96ecf10,D10,39,1.6935620307922363,1.5144866704940796,0.013366283848881721,0.011098859831690788,0.02023794874548912,1.8234259241389206,0.260888124989443,0.3283333480358124,0,1
